route26_id,source,folio,locus,section_note,locus_kind,locus_code,visual_context,token,prefix,suffix,line_position,token_index,line_token_count,previous_token,next_token,line_tokens,image_file_or_url,visual_zone,ring,sector,radius,object_nearby,visual_notes,annotation_confidence,visual_match_status,semantic_guardrail
R26-0460,ZL3b-n.txt,f86v6,"f86v6.39,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otol,ot,ol,middle,4,12,dar,qokain,y aiin dar otol qokain qoky lkor dal oraiin cheoty qotaiin olkam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0461,ZL3b-n.txt,f86v6,"f86v6.40,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otar,ot,ar,middle,5,12,tshdy,shcthdy,daiin ar qotal tshdy otar shcthdy qokol chotal kar ol kar alky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0462,ZL3b-n.txt,f86v6,"f86v6.42,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otal,ot,al,middle,3,10,qokain,otal,otaiin qokain otal otal lt al lkar chdy qotol qokain,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0463,ZL3b-n.txt,f86v6,"f86v6.42,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otal,ot,al,middle,4,10,otal,lt,otaiin qokain otal otal lt al lkar chdy qotol qokain,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0464,ZL3b-n.txt,f86v6,"f86v6.45,+P0","Currier's language B, hand 3",P,P,paragraph/text line,otar,ot,ar,middle,2,11,paiin,otolkshy,paiin otar otolkshy qokshey ar otalky chear ai o a dam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0465,ZL3b-n.txt,f86v5,"f86v5.5,+P0",folio mark 86,P,P,paragraph/text line,otol,ot,ol,middle,3,11,or,otshey,daiin or otol otshey otal olkey chcthody ytar dal ar okary,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0466,ZL3b-n.txt,f86v5,"f86v5.5,+P0",folio mark 86,P,P,paragraph/text line,otal,ot,al,middle,5,11,otshey,olkey,daiin or otol otshey otal olkey chcthody ytar dal ar okary,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0467,ZL3b-n.txt,f86v5,"f86v5.7,+P0",folio mark 86,P,P,paragraph/text line,otol,ot,ol,middle,5,9,qopor,kshdy,pdaiin qoteedy opchey qopor otol kshdy qopcheey shdar fchcfhy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0468,ZL3b-n.txt,f86v5,"f86v5.8,+P0",folio mark 86,P,P,paragraph/text line,otar,ot,ar,middle,8,11,ar,aiin,octhal shckhy otshey opor shey tor ar otar aiin chdy tarcheeg,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0469,ZL3b-n.txt,f86v5,"f86v5.9,+P0",folio mark 86,P,P,paragraph/text line,otal,ot,al,middle,10,12,ykaiin,ar,lkaiiin otain r al ykain chaiin y tal ykaiin otal ar alkam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0470,ZL3b-n.txt,f86v5,"f86v5.11,+P0",folio mark 86,P,P,paragraph/text line,okar,ok,ar,middle,2,10,taral,octhey,taral okar octhey sal kaiin ytal chey otal aiiin olkam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0471,ZL3b-n.txt,f86v5,"f86v5.11,+P0",folio mark 86,P,P,paragraph/text line,otal,ot,al,middle,8,10,chey,aiiin,taral okar octhey sal kaiin ytal chey otal aiiin olkam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0472,ZL3b-n.txt,f86v5,"f86v5.13,+P0",folio mark 86,P,P,paragraph/text line,otal,ot,al,middle,5,11,ytaiin,teody,daiin shar otam ytaiin otal teody cthy or aiin otar aiiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0473,ZL3b-n.txt,f86v5,"f86v5.13,+P0",folio mark 86,P,P,paragraph/text line,otar,ot,ar,middle,10,11,aiin,aiiin,daiin shar otam ytaiin otal teody cthy or aiin otar aiiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0474,ZL3b-n.txt,f86v5,"f86v5.15,+P0",folio mark 86,P,P,paragraph/text line,okar,ok,ar,middle,7,12,aiin,qokaiin,ykar ar alody or eees aiin okar qokaiin ykar ar ol chsky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0475,ZL3b-n.txt,f86v5,"f86v5.20,+P0",folio mark 86,P,P,paragraph/text line,otal,ot,al,middle,7,10,ykaiin,ytar,ychor ar aiin ytaly otaiin ykaiin otal ytar aiin ytaiiil,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0476,ZL3b-n.txt,f86v5,"f86v5.23,+P0",folio mark 86,P,P,paragraph/text line,okol,ok,ol,middle,4,11,aiin,chokar,ykaiin or aiin okol chokar sheol qokar cheey or aiin ody,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0477,ZL3b-n.txt,f86v5,"f86v5.24,+P0",folio mark 86,P,P,paragraph/text line,okal,ok,al,middle,4,9,ykain,kchody,oar aiin ykain okal kchody chckhy otaiin olkar otaiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0478,ZL3b-n.txt,f86v5,"f86v5.27,+P0",folio mark 86,P,P,paragraph/text line,otar,ot,ar,middle,4,11,aiin,shody,pchor ypchor aiin otar shody pchykar ytar odar oeees aral om,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0479,ZL3b-n.txt,f86v5,"f86v5.30,+P0",folio mark 86,P,P,paragraph/text line,otal,ot,al,middle,6,9,shedy,kchol,odaiin otchees chey chodaiin shedy otal kchol shy olkeeeary,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0480,ZL3b-n.txt,f86v5,"f86v5.35,+P0",folio mark 86,P,P,paragraph/text line,otal,ot,al,middle,6,11,ytaim,shod,ychey or aiin ytair ytaim otal shod qokchy qoody s aim,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0481,ZL3b-n.txt,f86v3,"f86v3.24,+Pb",gathering mark  14,P,P,paragraph/text line,otar,ot,ar,middle,8,10,chdy,otaiin,dshedy qokeey qotee y shedy qokaiin chdy otar otaiin ykaiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0482,ZL3b-n.txt,f87v,"f87v.9,+P0",Petersen has omitted the right-hand part of paragraph 2,P,P,paragraph/text line,otol,ot,ol,end,3,3,qoscheody,,techol qoscheody otol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0483,ZL3b-n.txt,f88r,"f88r.15,@Lf",middle row of plants,L,L,label,okol,ok,ol,single,1,1,,,okol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0484,ZL3b-n.txt,f88r,"f88r.19,+P0",middle row of plants,P,P,paragraph/text line,okol,ok,ol,middle,7,8,qockhol,cheol,dchey chokol daiin qoekol qoekol qockhol okol cheol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0485,ZL3b-n.txt,f88r,"f88r.24,@Lf",bottom row of plants,L,L,label,otor,ot,or,start,1,2,,am,otor am,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0486,ZL3b-n.txt,f88v,"f88v.4,@Lf",L This is another recipes page. Three rows of recipes with two paras between them,L,L,label,otar,ot,ar,start,1,2,,arody,otar arody,images/raw/supplemental_f89r1.jpg,label,pharmaceutical label layer,,,plant/root drawings and vessels,preview image covers pharmaceutical opening; folio-side exactness low,low,matched_visual_annotation,exact_form_context_not_decipherment
R26-0487,ZL3b-n.txt,f88v,"f88v.12,@Lf",L This is another recipes page. Three rows of recipes with two paras between them,L,L,label,otor,ot,or,start,1,3,,a,otor a y,images/raw/supplemental_f89r1.jpg,label,pharmaceutical label layer,,,plant/root drawings and vessels,preview image covers pharmaceutical opening; folio-side exactness low,low,matched_visual_annotation,exact_form_context_not_decipherment
R26-0488,ZL3b-n.txt,f88v,"f88v.17,+P0",L This is another recipes page. Three rows of recipes with two paras between them,P,P,paragraph/text line,okol,ok,ol,middle,6,8,qockhol,cheedy,qokeey qokeody chor oteody qockhol okol cheedy qokody,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0489,ZL3b-n.txt,f88v,"f88v.18,+P0",L This is another recipes page. Three rows of recipes with two paras between them,P,P,paragraph/text line,otol,ot,ol,middle,3,11,chockhy,cheeol,ykeeor chockhy otol cheeol cheody qotody soteol ch o e tam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0490,ZL3b-n.txt,f89r1,"f89r1.6,@P0",Currier's  language A,P,P,paragraph/text line,okor,ok,or,middle,8,10,sheey,sheeos,qoar shar qopcholy qokod chepy dar sheey okor sheeos oldain,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0491,ZL3b-n.txt,f89r2,"f89r2.10,@Lf","It has 4 rows of small, complete plants and 3 paras",L,L,label,okol,ok,ol,start,1,3,,shol,okol shol dy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0492,ZL3b-n.txt,f89r2,"f89r2.12,@P0","It has 4 rows of small, complete plants and 3 paras",P,P,paragraph/text line,otol,ot,ol,middle,7,18,oldaiin,sheor,porachol y q ody qoteol oldaiin otol sheor shor oldaiin otchol cheol otolpchy dar cho lkeopol oeeor or,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0493,ZL3b-n.txt,f89r2,"f89r2.28,+P0",the following para may or may not be split.,P,P,paragraph/text line,okar,ok,ar,middle,12,15,daiin,dair,o r ain ar ain ol daiin qoaiin ol chkaiin daiin okar dair y dair,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0494,ZL3b-n.txt,f89v2,"f89v2.8,+P0","It has 3 rows of small, complete plants and 3 paras of text",P,P,paragraph/text line,okor,ok,or,middle,3,16,ykodaiir,chear,dain ykodaiir okor chear otees eeckhy s aiin ckhey otaiin okar dain okol ol chor dar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0495,ZL3b-n.txt,f89v2,"f89v2.8,+P0","It has 3 rows of small, complete plants and 3 paras of text",P,P,paragraph/text line,okar,ok,ar,middle,11,16,otaiin,dain,dain ykodaiir okor chear otees eeckhy s aiin ckhey otaiin okar dain okol ol chor dar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0496,ZL3b-n.txt,f89v2,"f89v2.8,+P0","It has 3 rows of small, complete plants and 3 paras of text",P,P,paragraph/text line,okol,ok,ol,middle,13,16,dain,ol,dain ykodaiir okor chear otees eeckhy s aiin ckhey otaiin okar dain okol ol chor dar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0497,ZL3b-n.txt,f89v2,"f89v2.16,+P0","It has 3 rows of small, complete plants and 3 paras of text",P,P,paragraph/text line,okal,ok,al,middle,10,14,dar,dal,o cthos okaiir okeos dar s siin ykeody dar okal dal dosal dar am,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0498,ZL3b-n.txt,f89v2,"f89v2.18,+P0","It has 3 rows of small, complete plants and 3 paras of text",P,P,paragraph/text line,okar,ok,ar,middle,10,14,choeeer,chcthy,yokor chor cthy daiin chos chey dar aiin choeeer okar chcthy darai l s,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0499,ZL3b-n.txt,f89v2,"f89v2.19,+P0","It has 3 rows of small, complete plants and 3 paras of text",P,P,paragraph/text line,otol,ot,ol,middle,11,13,okeor,sheey,toar qokeeody doef shey dair olsheos psheoepoain daiin qekor okeor otol sheey daldaiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0500,ZL3b-n.txt,f89v2,"f89v2.20,+P0","It has 3 rows of small, complete plants and 3 paras of text",P,P,paragraph/text line,otal,ot,al,end,15,15,ltcheody,,dol dair chey okaiin shy daiin odor sheos aiin daikeody qokorar sheody qoko ltcheody otal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0501,ZL3b-n.txt,f89v1,"f89v1.6,+P0","two rows of plants, at top and bottom of page. 2 paras in between",P,P,paragraph/text line,otar,ot,ar,middle,9,10,yteey,cthol,dor sheey qokol cheol cthody qockhy dain yteey otar cthol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0502,ZL3b-n.txt,f89v1,"f89v1.9,+P0","two rows of plants, at top and bottom of page. 2 paras in between",P,P,paragraph/text line,okol,ok,ol,middle,5,12,cthor,chekaiin,to chh o cthor okol chekaiin os aiin ol cheokchey qokoiiin du,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0503,ZL3b-n.txt,f89v1,"f89v1.14,+P0","two rows of plants, at top and bottom of page. 2 paras in between",P,P,paragraph/text line,okol,ok,ol,middle,5,10,shoky,chody,ykeey ykeey odal shoky okol chody okoaiin dal chdy daldaldy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0504,ZL3b-n.txt,f89v1,"f89v1.16,+P0","two rows of plants, at top and bottom of page. 2 paras in between",P,P,paragraph/text line,okal,ok,al,middle,5,9,okaldy,dal,qokaiin ykchol qockhy okaldy okal dal chodar okaiin dalg,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0505,ZL3b-n.txt,f89v1,"f89v1.19,+P0","two rows of plants, at top and bottom of page. 2 paras in between",P,P,paragraph/text line,okol,ok,ol,middle,7,11,qotchy,ycheo,sar a da iin ckhy qotchy okol ycheo cthody okol olkaycthy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0506,ZL3b-n.txt,f89v1,"f89v1.19,+P0","two rows of plants, at top and bottom of page. 2 paras in between",P,P,paragraph/text line,okol,ok,ol,middle,10,11,cthody,olkaycthy,sar a da iin ckhy qotchy okol ycheo cthody okol olkaycthy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0507,ZL3b-n.txt,f89v1,"f89v1.20,+P0","two rows of plants, at top and bottom of page. 2 paras in between",P,P,paragraph/text line,okal,ok,al,middle,6,7,daiin,choldy,sol chey okchol sair daiin okal choldy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0508,ZL3b-n.txt,f90r1,"f90r1.3,+P0",Currier's language A,P,P,paragraph/text line,okar,ok,ar,middle,5,7,sary,ykorshy,dair shkeea s sary okar ykorshy lkaldy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0509,ZL3b-n.txt,f93r,"f93r.6,+P0","Currier's language A, hand 4",P,P,paragraph/text line,otor,ot,or,middle,2,7,tar,s,tar otor s cho s chol sheoees,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0510,ZL3b-n.txt,f93r,"f93r.23,+P0","Currier's language A, hand 4",P,P,paragraph/text line,okor,ok,or,middle,2,4,oain,shody,oain okor shody teols,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0511,ZL3b-n.txt,f93v,"f93v.3,+P0","Currier's language A, hand 4",P,P,paragraph/text line,okol,ok,ol,end,7,7,otydaiinotaldair,,dchos chody qockhol oky cheodaiin otydaiinotaldair okol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0512,ZL3b-n.txt,f94r,"f94r.2,+P0",Plant ID: Botriculum (Lunaria? Mondform?},P,P,paragraph/text line,okal,ok,al,middle,5,11,odor,okair,dor cheody okaiin odor okal okair oky daiir qotar okar olaiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0513,ZL3b-n.txt,f94r,"f94r.2,+P0",Plant ID: Botriculum (Lunaria? Mondform?},P,P,paragraph/text line,okar,ok,ar,middle,10,11,qotar,olaiin,dor cheody okaiin odor okal okair oky daiir qotar okar olaiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0514,ZL3b-n.txt,f94r,"f94r.9,+Pc",Plant ID: Botriculum (Lunaria? Mondform?},P,P,paragraph/text line,otar,ot,ar,start,1,3,,chdy,otar chdy dytchdy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0515,ZL3b-n.txt,f94v,"f94v.1,@P0","Currier's language B, hand 5",P,P,paragraph/text line,okal,ok,al,middle,5,7,qokchedy,daropchackhy,tshedy chedar char qokchedy okal daropchackhy oteedan,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0516,ZL3b-n.txt,f94v,"f94v.4,+P0","Currier's language B, hand 5",P,P,paragraph/text line,otar,ot,ar,middle,2,6,dchdy,otchy,dchdy otar otchy kedy qokchdy olokchy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0517,ZL3b-n.txt,f94v,"f94v.6,+P0","Currier's language B, hand 5",P,P,paragraph/text line,otor,ot,or,middle,3,9,lkeol,opchdy,ycheeo lkeol otor opchdy qotar aralotor otchy tody oty,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0518,ZL3b-n.txt,f95r1,"f95r1.7,+P0","Currier's language B, hand 5",P,P,paragraph/text line,okar,ok,ar,middle,6,9,chdaiin,chetchdy,ykchedy sheky chekar chdain chdaiin okar chetchdy chdy chkam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0519,ZL3b-n.txt,f95r1,"f95r1.9,+P0","Currier's language B, hand 5",P,P,paragraph/text line,okol,ok,ol,middle,6,10,chdy,ykoldy,tchdy tchor chol tar chdy okol ykoldy olkeedy qotaiin or,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0520,ZL3b-n.txt,f95r2,"f95r2.5,+P0","Currier's language B, hand 5",P,P,paragraph/text line,okal,ok,al,middle,5,9,chcfhol,chedy,tshod qokal ody chcfhol okal chedy dalshdy qopchdy kary,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0521,ZL3b-n.txt,f95r2,"f95r2.6,+P0","Currier's language B, hand 5",P,P,paragraph/text line,okar,ok,ar,middle,9,11,qokar,qokar,y olkor ol shol qotar chdy chdy qokar okar qokar odaly,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0522,ZL3b-n.txt,f95r2,"f95r2.7,+P0","Currier's language B, hand 5",P,P,paragraph/text line,otal,ot,al,middle,2,9,dshedy,qokal,dshedy otal qokal dol or eeedy okeedy okedyted otam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0523,ZL3b-n.txt,f95r2,"f95r2.8,+P0","Currier's language B, hand 5",P,P,paragraph/text line,okal,ok,al,middle,4,9,cheol,chedy,tedykaiin y cheol okal chedy shdy qokchdy otar chctham,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0524,ZL3b-n.txt,f95r2,"f95r2.8,+P0","Currier's language B, hand 5",P,P,paragraph/text line,otar,ot,ar,middle,8,9,qokchdy,chctham,tedykaiin y cheol okal chedy shdy qokchdy otar chctham,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0525,ZL3b-n.txt,f95r2,"f95r2.9,+P0","Currier's language B, hand 5",P,P,paragraph/text line,okar,ok,ar,middle,2,7,poiin,qokol,poiin okar qokol shsdy okar chdaiin olky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0526,ZL3b-n.txt,f95r2,"f95r2.9,+P0","Currier's language B, hand 5",P,P,paragraph/text line,okar,ok,ar,middle,5,7,shsdy,chdaiin,poiin okar qokol shsdy okar chdaiin olky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0527,ZL3b-n.txt,f95v2,"f95v2.3,+P0",Plant ID: Banberry? Actaea Waxberry,P,P,paragraph/text line,okar,ok,ar,middle,3,9,shekoiin,or,archytaiin shekoiin okar or aiin chckhy okal otain okalody,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0528,ZL3b-n.txt,f95v2,"f95v2.3,+P0",Plant ID: Banberry? Actaea Waxberry,P,P,paragraph/text line,okal,ok,al,middle,7,9,chckhy,otain,archytaiin shekoiin okar or aiin chckhy okal otain okalody,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0529,ZL3b-n.txt,f95v2,"f95v2.5,+P0",Plant ID: Banberry? Actaea Waxberry,P,P,paragraph/text line,okar,ok,ar,middle,5,8,aiin,olkaiin,tar fcheey shos aiin okar olkaiin otalainokaiin ar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0530,ZL3b-n.txt,f95v1,"f95v1.2,+P0","Plant ID: Wermut, Artemisium Absynthum",P,P,paragraph/text line,otar,ot,ar,middle,5,11,qokain,oty,okshy tshor qoksh qokain otar oty qokedy otal ytchdy qokar am,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0531,ZL3b-n.txt,f95v1,"f95v1.2,+P0","Plant ID: Wermut, Artemisium Absynthum",P,P,paragraph/text line,otal,ot,al,middle,8,11,qokedy,ytchdy,okshy tshor qoksh qokain otar oty qokedy otal ytchdy qokar am,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0532,ZL3b-n.txt,f95v1,"f95v1.5,+P0","Plant ID: Wermut, Artemisium Absynthum",P,P,paragraph/text line,otal,ot,al,start,1,4,,shedy,otal shedy odaiin chey,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0533,ZL3b-n.txt,f95v1,"f95v1.7,+P0","Plant ID: Wermut, Artemisium Absynthum",P,P,paragraph/text line,otar,ot,ar,middle,7,11,tar,chdy,dshey kain qokar olkar chy tar otar chdy kchdy dolkain otardy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0534,ZL3b-n.txt,f96r,"f96r.5,+P0","Plant ID: dipsaxus, calendula (O'Neill)",P,P,paragraph/text line,okol,ok,ol,end,7,7,qokeol,,daiin chodaiin cthey tol sheor qokeol okol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0535,ZL3b-n.txt,f99r,"f99r.2,@Lf",Top row of labels. Petersen ID in curly brackets.,L,L,label,okar,ok,ar,start,1,2,,y,okar y,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
